Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Poltergeist,2015,PG-13,93,"Horror, Thriller",A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,4.9,47,57555,47.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Kingdom of Heaven,2005,R,144,"Action, Adventure, Drama","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",7.2,63,281947,47.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostel,2005,R,94,Horror,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",5.9,55,177419,47.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jersey Boys,2014,R,134,"Biography, Drama, Music",The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,6.8,54,34600,47.03,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Halloween,1978,R,91,"Horror, Thriller","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",7.7,87,264074,47.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Silent Hill,2006,R,125,"Horror, Mystery","A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",6.5,31,225062,46.98,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Final Destination 2,2003,R,90,"Horror, Thriller","Kimberly has a premonition of an accident killing multiple people including her and her friends. She blocks the cars behind her on the ramp and as a police trooper arrives, the accident happens. Death is stalking this group of survivors.",6.2,38,162690,46.96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Sicario,2015,R,121,"Action, Crime, Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,7.7,82,412528,46.89,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodfellas,1990,R,145,"Biography, Crime, Drama","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",8.7,90,1106436,46.84,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boogeyman,2005,PG-13,89,"Drama, Horror, Mystery",A young man tries to deal with the childhood terror that has never stopped haunting him.,4.1,32,30984,46.75,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Dude, Where's My Car?",2000,PG-13,83,"Comedy, Mystery, Sci-Fi",Two potheads wake up after a night of partying and cannot remember where they parked their car.,5.5,30,138733,46.73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Full Metal Jacket,1987,R,116,"Drama, War",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,8.3,76,718923,46.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Malice,1993,R,107,"Crime, Mystery, Thriller","A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",6.4,52,25008,46.04,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Saw: The Final Chapter,2010,R,90,"Crime, Horror, Mystery","As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",5.6,24,97010,45.71,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Jaws 3-D,1983,PG,99,"Adventure, Horror, Thriller",A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,3.7,27,43196,45.52,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"O Brother, Where Art Thou?",2000,PG-13,107,"Adventure, Comedy, Crime","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",7.7,69,304384,45.51,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Strong,2018,R,130,"Action, Drama, History","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",6.5,54,77170,45.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ma,2019,R,99,"Horror, Mystery, Thriller","A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",5.6,53,51658,45.37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Dirty Dozen,1967,Approved,150,"Action, Adventure, War","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",7.7,73,71575,45.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spotlight,2015,R,129,"Biography, Crime, Drama","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",8.1,93,456014,45.06,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Days Later...,2002,R,113,"Drama, Horror, Sci-Fi","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",7.5,73,401923,45.06,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Frequency,2000,PG-13,118,"Crime, Drama, Mystery","An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",7.4,67,106641,45.01,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
First Man,2018,PG-13,141,"Biography, Drama, History","A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",7.3,84,183402,44.94,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bridge on the River Kwai,1957,PG,161,"Adventure, Drama, War","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",8.2,87,215884,44.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lawrence of Arabia,1962,Approved,218,"Adventure, Biography, Drama","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,100,286206,44.82,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street 3: Dream Warriors,1987,R,96,"Fantasy, Horror",A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,6.6,49,78852,44.79,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Forever Purge,2021,R,103,"Action, Horror, Thriller",All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end.,5.4,53,27453,44.54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Negotiator,1998,R,140,"Action, Crime, Drama","In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.",7.3,62,139584,44.48,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"McFarland, USA",2015,PG,129,"Biography, Drama, Sport","Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.",7.4,60,38135,44.47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Up in Smoke,1978,R,86,"Comedy, Music","Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.",6.9,57,38094,44.36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47 Meters Down,2017,PG-13,89,"Adventure, Drama, Horror","Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",5.6,52,53608,44.31,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amistad,1997,R,155,"Biography, Drama, History","In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.",7.3,63,75686,44.18,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hereditary,2018,R,127,"Drama, Horror, Mystery",A grieving family is haunted by tragic and disturbing occurrences.,7.3,87,287050,44.07,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Shining,1980,R,146,"Drama, Horror","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",8.4,66,976828,44.02,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Emperor,1987,PG-13,163,"Biography, Drama, History",The story of the final Emperor of China.,7.7,76,100911,43.98,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Prom Night,2008,PG-13,88,Horror,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",3.9,17,35666,43.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Soul Surfer,2011,PG,112,"Biography, Drama, Family",Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,7.0,53,48807,43.85,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tears of the Sun,2003,R,121,"Action, Drama, Thriller",A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.,6.6,48,120420,43.73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Everest,2015,PG-13,121,"Action, Adventure, Biography","The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",7.1,64,213688,43.48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War Dogs,2016,R,114,"Biography, Comedy, Crime","Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",7.1,57,205273,43.03,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Alcatraz,1979,PG,112,"Action, Biography, Crime","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",7.6,76,130448,43.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabaret,1972,PG,124,"Drama, Music, Musical",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,7.8,80,53503,42.77,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Heartbreak Ridge,1986,R,130,"Drama, War","Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway (Clint Eastwood) clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",6.8,53,43059,42.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Lizzie McGuire Movie,2003,PG,94,"Adventure, Comedy, Family","Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",5.5,56,39156,42.67,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Unborn,2009,PG-13,88,"Horror, Mystery, Thriller",A young woman fights the spirit that is slowly taking possession of her.,4.7,30,51063,42.67,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Max,2015,PG,111,"Adventure, Drama, Family",A military dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,6.7,47,26745,42.65,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glory Road,2006,PG,118,"Biography, Drama, Sport","In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",7.2,58,45517,42.64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Krampus,2015,PG-13,98,"Comedy, Drama, Fantasy",A boy who has a bad Christmas accidentally summons a festive demon to his family home.,6.2,49,71785,42.59,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Final Destination 5,2011,R,92,"Action, Horror, Thriller",Death returns to claim the lucky survivors of a deadly bridge collapse in this fifth frightening installment in the series.,5.9,50,113856,42.59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Step Up,2010,PG-13,107,"Drama, Music, Romance",A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.,6.2,45,57664,42.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Resident Evil: Retribution,2012,R,95,"Action, Adventure, Horror",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,5.3,39,139998,42.35,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Drag Me to Hell,2009,PG-13,99,Horror,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",6.6,83,198164,42.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Cabin in the Woods,2011,R,95,"Horror, Mystery, Thriller","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",7.0,72,403981,42.07,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Donnie Brasco,1997,R,127,"Biography, Crime, Drama","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",7.7,76,298290,41.91,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thir13en Ghosts,2001,R,91,"Fantasy, Horror","When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves house and fortune to his nephew and his family. While they're inside, they find they are not alone.",5.6,30,86006,41.87,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Exorcist: The Beginning,2004,R,114,"Horror, Mystery, Thriller","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.",5.1,30,36571,41.82,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Aliens vs. Predator: Requiem,2007,R,94,"Action, Adventure, Horror","Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",4.6,29,121955,41.8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Hills Have Eyes,2006,R,107,"Horror, Thriller",A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.,6.4,52,167831,41.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Orphan,2009,R,123,"Horror, Mystery, Thriller",A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.,7.0,42,210566,41.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Gremlins 2: The New Batch,1990,PG-13,106,"Comedy, Fantasy, Horror","The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",6.4,69,101378,41.48,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Truth or Dare,2018,PG-13,100,"Horror, Thriller",A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,5.2,35,53949,41.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Private Parts,1997,R,109,"Biography, Comedy, Drama","The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.",6.9,67,36879,41.2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Exorcism,2010,PG-13,87,"Horror, Mystery, Thriller",A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,5.7,63,49606,41.03,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Poltergeist II: The Other Side,1986,PG-13,91,Horror,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.",5.6,49,26868,41.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Windtalkers,2002,R,134,"Action, Drama, War","Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.",6.1,51,68367,40.91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
House on Haunted Hill,1999,R,93,"Crime, Fantasy, Horror","An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",5.6,28,56171,40.85,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bill & Ted's Excellent Adventure,1989,PG,90,"Adventure, Comedy, Music",Two seemingly dumb teens set off on a quest to prepare the ultimate historical presentation with the help of a time machine.,6.9,50,127852,40.49,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Fly,1986,R,96,"Drama, Horror, Sci-Fi",A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,7.6,79,174765,40.46,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Legion,2010,R,100,"Action, Fantasy, Horror","When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",5.2,32,103917,40.17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Piano,1993,R,121,"Drama, Music, Romance","In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.",7.5,89,86355,40.16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Resident Evil,2002,R,100,"Action, Horror, Sci-Fi","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",6.7,33,264084,40.12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Allied,2016,R,124,"Action, Drama, Romance","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",7.1,60,152730,40.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
You Got Served,2004,PG-13,95,"Drama, Music","In order to achieve their dream of opening a recording studio, two friends (Omarion, Houston) must first win their city's dance contest -- a fierce competition that pits them against a group of tough street dancers.",3.8,37,27800,40.07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Faculty,1998,R,104,"Horror, Mystery, Sci-Fi","When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",6.5,61,120447,40.06,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
A Haunted House,2013,R,86,"Comedy, Fantasy, Horror","Malcolm and Kisha move into their dream home, then learn that a demon also resides there. When Kisha becomes possessed, Malcolm--determined to keep his sex life on track--turns to a priest, a psychic, and a ghostbusting team for help.",5.0,20,46228,40.04,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
I Still Know What You Did Last Summer,1998,R,100,"Horror, Mystery","The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort.",4.7,21,72990,40.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Friday the 13th,1980,R,95,"Horror, Mystery, Thriller","A group of camp counselors trying to reopen a summer camp called Crystal Lake, which has a grim past, are stalked by a mysterious killer.",6.4,22,134533,39.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
30 Days of Night,2007,R,113,"Action, Horror, Thriller","After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.",6.6,53,173781,39.57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Texas Chainsaw Massacre: The Beginning,2006,R,91,"Horror, Thriller","Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",5.8,30,71994,39.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Hocus Pocus,1993,PG,96,"Comedy, Family, Fantasy","A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",6.9,43,119686,39.51,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Crazy Heart,2009,R,112,"Drama, Music, Romance",A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,7.2,83,88694,39.46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Burlesque,2010,PG-13,119,"Drama, Music, Musical",A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,6.4,47,84317,39.44,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Pitch Black,2000,R,109,"Action, Horror, Sci-Fi","A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.",7.1,49,235559,39.24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Grudge 2,2006,PG-13,102,"Horror, Thriller",Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.,5.0,33,49058,39.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Crazies,2010,R,101,"Horror, Mystery, Thriller","After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.",6.5,56,119021,39.12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Longest Day,1962,G,178,"Action, Drama, History","The events of D-Day, told on a grand scale from both the Allied and German points of view.",7.7,75,54964,39.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Crawl,2019,R,87,"Action, Adventure, Horror","A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",6.1,60,81471,39.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Little Shop of Horrors,1986,PG-13,94,"Comedy, Horror, Musical",A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.,7.1,81,73575,38.75,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Gridiron Gang,2006,PG-13,125,"Biography, Crime, Drama","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",7.0,52,62202,38.43,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Dawn,1984,PG-13,114,"Action, Drama, Thriller","It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",6.3,53,55666,38.38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Scream 4,2011,R,111,"Horror, Mystery","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",6.2,52,144886,38.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Urban Legend,1998,R,99,"Horror, Mystery, Thriller",A college student suspects a series of bizarre deaths are connected to certain urban legends.,5.6,35,65312,38.07,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Jigsaw,2017,R,92,"Crime, Horror, Mystery","Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",5.7,39,77042,38.05,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Bill & Ted's Bogus Journey,1991,PG,93,"Adventure, Comedy, Fantasy",A tyrant from the future creates evil android doubles of Bill and Ted and sends them back to eliminate the originals.,6.3,60,74686,38.04,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seven Years in Tibet,1997,PG-13,136,"Adventure, Biography, Drama","True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",7.1,55,140454,37.96,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brothers Grimm,2005,PG-13,118,"Action, Adventure, Comedy",Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,5.9,51,120001,37.92,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeepers Creepers,2001,R,90,"Horror, Mystery",A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,6.2,49,123195,37.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Wild,2014,R,115,"Adventure, Biography, Drama",A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,7.1,74,127360,37.88,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All That Jazz,1979,R,123,"Drama, Music, Musical","Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",7.8,72,30939,37.82,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Philomena,2013,PG-13,98,"Biography, Comedy, Drama","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",7.6,77,98886,37.71,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Riding Hood,2011,PG-13,100,"Fantasy, Horror, Mystery","Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",5.4,29,111277,37.66,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Pan's Labyrinth,2006,R,118,"Drama, Fantasy, War","In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",8.2,98,652625,37.63,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Abraham Lincoln: Vampire Hunter,2012,R,105,"Action, Fantasy, Horror","Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",5.9,42,154572,37.52,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
